Access	File ID	Object ID	File Name	ICGC Donor	Specimen ID	Specimen Type	Sample ID	Repository	Project	Study	Data Type	Experimental Strategy	Format	Size (bytes)
controlled	FI807925	0ce5e5fa-ebaa-5a65-8b32-a282faad4ac1	mini-3d4c3eae49549fe6bb7fdfbeece39864.bam	DO35539	SP78660	Primary tumour - solid tissue	SA413275	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.6012121E8
controlled	FI807933	5b8d5d3d-cf4e-5ef2-bac9-8a73db1cf797	mini-fc7b2a0a560740da898be7801e8a4909.bam	DO35544	SP78665	Primary tumour - solid tissue	SA413294	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	7.1237568E7
controlled	FI807931	0ad55239-614e-5e3a-986e-ad30762789ba	mini-291ae9b5d65c614c52cecbed13d7836f.bam	DO35544	SP107355	Normal - blood derived	SA517251	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	5.9126783E7
controlled	FI807943	a6e4d526-3239-5f5b-84e8-3ab3aa7124d0	mini-7462ef18c59f271853113e172893a782.bam	DO35723	SP78921	Primary tumour - solid tissue	SA414139	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.242766954E9
controlled	FI38900	830c010e-67e2-57a0-b487-75d23426ab33	c021b836aed15341afad476a614ef63e.bam	DO48888	SP107356	Primary tumour - solid tissue	SA517314	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.23030660304E11
controlled	FI24374	e6efbe00-7125-5a98-a695-a34be6f7ddb4	f3268fe904e6f64325214b50fbc3c523.bam	DO52141	SP135410	Primary tumour - solid tissue	SA570866	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PAEN-IT	PCAWG			BAM	1.95371823069E11
controlled	FI807857	2cafea86-e1d7-57aa-b4c6-38433e77cccb	mini-72d8e56c47981514fcb9a77e5f174423.bam	DO35937	SP79240	Primary tumour - solid tissue	SA413646	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	6.3008582E7
controlled	FI38332	55861f49-232b-5469-94cb-190e5f124423	47ca849da5c41fe712783190043b8ce1.bam	DO51954	SP114914	Metastatic tumour - metastasis to distant location	SA538886	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	PRAD-UK	PCAWG			BAM	1.70173395574E11
controlled	FI38338	a9062494-fc05-5708-8cb9-2b6af1cb19d7	eeea57cadac1c8b3dedbd13e61c6f969.bam	DO51954	SP114912	Metastatic tumour - metastasis to distant location	SA538884	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PRAD-UK	PCAWG			BAM	1.56943189654E11
controlled	FI807745	c01e164a-6a83-5bf0-bada-74739e90503e	mini-bbefc0d80df3db1591b9cc49dfb7131d.bam	DO35934	SP79569	Normal - blood derived	SA414028	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	9.092822E7
controlled	FI807681	59ce9227-c2a9-555e-aa51-6d1e2fb82c55	mini-58ec35d5a0894705d3e83cd163496d25.bam	DO35964	SP79609	Normal - blood derived	SA414067	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.03475345E8
controlled	FI807639	8de48dae-13b1-5f61-88b5-aada807d4eee	mini-45cc468845e960ee1365f849f2002c1e.bam	DO35961	SP79605	Normal - blood derived	SA414064	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	7.6461623E7
controlled	FI807677	85d6293b-fc03-5d2b-ab47-16b18a1359e3	mini-2a11e7846345e77f566dd48af3eb52f8.bam	DO48901	SP107376	Normal - blood derived	SA517361	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	2.62432555E8
controlled	FI807633	3fb6b7d9-94a4-5c39-941b-e568ce979441	mini-12d10f65ed544b53b7329bf2d9eabbd1.bam	DO35880	SP79184	Primary tumour - solid tissue	SA413570	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.3035303E8
controlled	FI807573	964bf475-35a7-564e-83b4-90ba844ee59c	mini-2c4984131e136eb09a6d363026700974.bam	DO36127	SP79780	Normal - blood derived	SA414268	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	9.2617436E7
controlled	FI807593	1a7d9dff-e3b0-52f4-9078-0c50d641717b	mini-3de82977aedac80869c232886e7f5a7b.bam	DO50415	SP111122	Primary tumour - solid tissue	SA528956	Collaboratory - Toronto,AWS - Virginia	PRAD-UK	PCAWG			BAM	2.09446724E8
controlled	FI807521	cea2aee2-6454-515c-9da3-2ab108750dc0	mini-ccac1418c8ead4267760f2e361c99983.bam	DO35886	SP79506	Normal - blood derived	SA413964	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	5.6667937E7
controlled	FI807511	dec63859-c277-5ef4-9f87-0694952c507c	mini-e1b01ce88a1d130e553c7fc84f501ae3.bam	DO48894	SP107362	Primary tumour - solid tissue	SA517328	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.06433359E8
controlled	FI38238	4846a3d8-090f-5e23-a1e2-60fe732a452f	403609c68f7f0f92c5dacb9381343590.bam	DO48902	SP107377	Primary tumour - solid tissue	SA517362	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.15422850565E11
controlled	FI38294	ee078b04-c635-593b-991f-c761a78f6055	85257fae835c4e8482c8f446498579c0.bam	DO46382	SP101654	Primary tumour - solid tissue	SA505780	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	OV-AU	PCAWG			BAM	1.4585346791E11
controlled	FI38161	a12bc920-6422-56b4-bfb8-1fbbb2e1d028	311d8f2f7c58b4421e535a9caa1c9c07.bam	DO46913	SP103017	Normal - blood derived	SA507402	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	RECA-EU	PCAWG			BAM	1.50251696881E11
controlled	FI4379	75bb9811-8dbe-55a2-b635-4a5312d37168	79015d43091b1f62872a43b23cc0de6b.bam	DO48967	SP107549	Primary tumour - solid tissue	SA517379	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.24311398209E11
controlled	FI28563	e1b32ac0-e0b3-5733-96a0-8a216fe1beca	5ff9159cd54ecd8c1d2d6f3a6096fcf8.bam	DO48922	SP107440	Primary tumour - solid tissue	SA517257	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	8.2943002092E10
controlled	FI4431	eca8a541-e6d1-5a85-880e-4ab7d95483d3	078a09e421fe3c7dd445e76535f29ad1.bam	DO52736	SP116819	Primary tumour - blood derived (peripheral blood)	SA542221	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	CMDI-UK	PCAWG			BAM	1.25934035566E11
controlled	FI28894	888c800e-d85f-53e9-9ef3-5db944ecf26b	c106132bd39bc34e535c6623009af5da.bam	DO52511	SP116263	Primary tumour - solid tissue	SA541748	EGA - Hinxton,Collaboratory - Toronto	EOPC-DE	PCAWG			BAM	1.42082616189E11
controlled	FI14279	0eac2734-f221-5f02-be72-2c80ed1607b8	602804fde7414c6d04aab8ce718141d6.bam	DO35553	SP78674	Primary tumour - solid tissue	SA413330	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	1.5805578102E11
controlled	FI28859	b899bdeb-1495-50a4-b081-c2fb11bbbe23	256ce65faabf194ee34d301189df0943.bam	DO52511	SP116300	Normal - blood derived	SA541794	Collaboratory - Toronto,EGA - Hinxton	EOPC-DE	PCAWG			BAM	1.4995550604E11
controlled	FI28747	67dee916-9a5b-5563-a345-f375ef271e79	c9c1787534d5cabdb2fc148c74e33c72.bam	DO35577	SP78745	Normal - blood derived	SA413616	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.48177461441E11
controlled	FI4267	9f644cbe-afbe-5b2d-93ed-cd8ff1082dcc	64bc239132f8930cfc7af9034fe6b6fe.bam	DO48742	SP107121	Primary tumour - solid tissue	SA515422	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	1.3220792259E11
controlled	FI4284	25d919f3-2cd1-5453-acda-0057bbd3f26e	4f0f16f23eb9540ea66438d040540053.bam	DO220823	SP124198	Normal - blood derived	SA557035	Collaboratory - Toronto,EGA - Hinxton	BRCA-EU	PCAWG			BAM	1.23473825187E11
controlled	FI53126	6beeb540-487f-5826-9510-87d0ce92ec47	16dcf973f7778f75675e228f0a9d85db.bam	DO45131	SP98979	Normal - blood derived	SA501512	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	1.39250452129E11
controlled	FI4081	f58d455e-26e9-5606-9024-f0d54be70790	396a997ff0bd81dfcbebe6a889d7b494.bam	DO52639	SP116580	Normal - blood derived	SA541895	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.00952124029E11
controlled	FI4082	dd4d0a4a-0028-51c0-ba72-b176f929ee23	c15e37a7f556c4c3bbf262d0255d27d7.bam	DO52639	SP116578	Primary tumour - solid tissue	SA541894	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	BOCA-UK	PCAWG			BAM	1.20691696216E11
controlled	FI28303	cb3abb0a-c121-57b9-927c-96921dabd16e	027a710163273df6f749ea4f46153735.bam	DO23537	SP50155	Primary tumour - solid tissue	SA270438	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	2.01257200677E11
controlled	FI13825	81c28bfc-36a8-550f-a167-7ba9c3a16555	6211d2625d1f5617e7619e6b46b7fa2d.bam	DO51088	SP112863	Primary tumour - solid tissue	SA530567	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	PRAD-CA	PCAWG			BAM	1.95815705206E11
controlled	FI13542	695e87e1-d407-5279-bd44-4aba5f74a84d	304fd89f2c457256167de88935c196a6.bam	DO50798	SP112178	Primary tumour - solid tissue	SA529739	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.24668997755E11
controlled	FI13639	2d84abcd-0a7e-5dc1-84d8-0e5184ea3d0d	c1638abbea2c0212e1d453b5ba664a09.bam	DO51084	SP112855	Primary tumour - solid tissue	SA530551	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	PRAD-CA	PCAWG			BAM	2.17177921166E11
controlled	FI13676	bbde744b-34d2-57cb-820c-6a6094ad3557	dc77abdd80e50a02664de7f82f5469e6.bam	DO35290	SP113834	Normal - solid tissue	SA533614	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PACA-CA	PCAWG			BAM	1.10855139395E11
controlled	FI27683	f06d26ff-2057-5e84-819c-084d55f76020	806db5073d623abfb8cf866664309404.bam	DO45231	SP99185	Primary tumour - solid tissue	SA501461	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	LIRI-JP	PCAWG			BAM	1.13784990794E11
controlled	FI52653	8a010ddd-e049-5d2c-9da1-31b37030b86c	e901613c7f72e6b848d618d13bc3354b.bam	DO52737	SP116822	Normal - blood derived	SA542223	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	CMDI-UK	PCAWG			BAM	1.30335517858E11
controlled	FI13088	fe847c34-5ffa-5d73-b8d1-04d3bafef01a	e54fd6c6abd096a8a9030f851ae5702f.bam	DO51153	SP112992	Normal - blood derived	SA530643	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	6.3799794247E10
controlled	FI27624	0d76ab47-9f9e-5234-956a-3d322afd3653	0dc819c79712473ce1bff420e6ea9dd9.bam	DO46844	SP102792	Normal - blood derived	SA507222	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	RECA-EU	PCAWG			BAM	1.95664330116E11
controlled	FI5975	55371c74-dc97-5bbe-a7c4-281e76d54635	47c0d76abd8452b8399ef15a34297dee.bam	DO36107	SP79760	Normal - blood derived	SA414248	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.01247802291E11
controlled	FI13356	7a447ffc-f4a2-5d15-82f9-e0b624b5632f	b05e4b36a4070c6eeae8c204642bddfe.bam	DO35198	SP125776	Primary tumour - other	SA520229	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PACA-CA	PCAWG			BAM	1.63419555932E11
controlled	FI52800	fb0abf55-f51f-5301-bd05-7958b69a6e47	d7f0d01e30c08ad5a53b08ad3f9891c6.bam	DO50357	SP111096	Primary tumour - solid tissue	SA528926	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	ESAD-UK	PCAWG			BAM	1.53858843384E11
controlled	FI52839	35863d28-390a-5fb2-a292-7c2a48d19521	31a8df1f63429f863997ff32a9db899a.bam	DO49533	SP109013	Normal - other	SA520437	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LAML-KR	PCAWG			BAM	7.9755984635E10
controlled	FI27875	b5a71541-4fd2-5055-b9a4-dc8c29bc1078	67733f4578d7f79c8ddf670591291874.bam	DO46360	SP101592	Primary tumour - solid tissue	SA505551	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	OV-AU	PCAWG			BAM	1.51460770322E11
controlled	FI27396	4d197fe1-2194-5096-9600-114588732797	bead50a2add5ebada1ab78788d9b1523.bam	DO27769	SP59284	Primary tumour - lymph node	SA320842	EGA - Hinxton,Collaboratory - Toronto	MALY-DE	PCAWG			BAM	1.34493821423E11
controlled	FI52342	57cd7987-cd16-59ef-a064-1906407d295f	58d68f5d97934c6298fe76348b268259.bam	DO52763	SP116925	Primary tumour - blood derived (bone marrow)	SA542293	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	CMDI-UK	PCAWG			BAM	1.44966708196E11
controlled	FI27203	e53ebcf7-2458-5653-9727-a34ac235332b	80fbad7d285b88f3565eb7987faf0417.bam	DO50820	SP112222	Normal - blood derived	SA529805	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	LIRI-JP	PCAWG			BAM	1.04177730864E11
controlled	FI52248	7a1bdc5c-29d2-5935-9371-d2482795f23e	2136e215d8bf0b9a987d67abea27596d.bam	DO33376	SP71488	Normal - solid tissue	SA410929	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	8.0634967992E10
controlled	FI27297	b977a477-70f0-5451-8b44-e70bd6a107e9	58ab2ac56539ea8c6c109dde252c7390.bam	DO48890	SP107538	Normal - blood derived	SA517358	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	8.0827299686E10
controlled	FI52520	2fcf1598-344d-5b0c-9c40-2091349434f4	79db7a9d12c73bddf39c51e08dfe74d8.bam	DO47100	SP103535	Primary tumour - solid tissue	SA507321	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	RECA-EU	PCAWG			BAM	1.49872780923E11
controlled	FI52519	d1b71951-8dac-5553-b62d-c61ce056a55f	981aff1735c1b33fad2d5b57848277ee.bam	DO47100	SP103543	Normal - blood derived	SA507327	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	RECA-EU	PCAWG			BAM	1.37091571454E11
controlled	FI5387	7443e7c6-ea84-52f9-895d-dd40ff96824b	7368df1c73a81daa872702eac4002f81.bam	DO220883	SP124376	Metastatic tumour - metastasis to distant location	SA557443	EGA - Hinxton,Collaboratory - Toronto,AWS - Virginia	MELA-AU	PCAWG			BAM	2.10756066901E11
controlled	FI52137	b6a52a79-e3a8-51b7-9e3a-210a4ac4a35e	fa2d5ea185397ffd599eb8856347ba90.bam	DO35871	SP79175	Primary tumour - solid tissue	SA413558	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	9.5692345911E10
controlled	FI5093	96628333-7abe-5381-8342-09107d7c0640	44eee69a2ea1e3f267a801b531f98f32.bam	DO36024	SP79680	Normal - blood derived	SA414145	EGA - Hinxton,Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	9.1464847944E10
controlled	FI807330	bac75f22-4a37-5e64-b818-9a7124f391ad	mini-9aeba91791085198536ec317e18eecd9.bam	DO51115	SP112917	Primary tumour - solid tissue	SA530535	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	7.19839626E8
controlled	FI807340	dde5d297-48b0-57b7-a563-2c54fd21c1e8	mini-bf7a055f56c4a0b9a3a40a52884338f7.bam	DO51091	SP112868	Normal - blood derived	SA530577	Collaboratory - Toronto,AWS - Virginia	PRAD-CA	PCAWG			BAM	4.41079004E8
controlled	FI807288	39142d71-1bad-5c69-98e4-5bcb48cfa5f6	mini-584e5bee742cc7a95dd657f6d90628e1.bam	DO51044	SP112774	Normal - blood derived	SA530425	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	3.98902282E8
controlled	FI807286	c98bb80e-e687-5152-9e5b-b52a4fa12b65	mini-c4a77d523c76d2f0a568732ea0067c52.bam	DO51111	SP112909	Primary tumour - solid tissue	SA530519	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	1.382370199E9
controlled	FI807266	896e86ee-6397-59aa-a8b6-288a9d7d2b8b	mini-f1c61be3f2beb330e3aa731d8c325ecb.bam	DO51159	SP113005	Primary tumour - solid tissue	SA530656	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	4.83803464E8
controlled	FI807220	6d2764df-302b-5e1d-a393-c71a513300f8	mini-80054e66cfc457f7925691e4b0881061.bam	DO51045	SP112776	Normal - blood derived	SA530427	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	2.566962652E9
controlled	FI807224	d40a2964-5643-5cc3-85de-fe560e316538	mini-a2e710a5c382d0daaccc260de98889fa.bam	DO51121	SP112928	Normal - blood derived	SA530555	Collaboratory - Toronto,AWS - Virginia	PRAD-CA	PCAWG			BAM	3.45756567E8
controlled	FI807182	36f4243f-bed5-5906-aea5-1189d26400d0	mini-e89a5d9e6480b8669201abde74cfbbaf.bam	DO46787	SP102620	Primary tumour - solid tissue	SA506736	Collaboratory - Toronto,AWS - Virginia	PRAD-CA	PCAWG			BAM	5.158209638E9
controlled	FI807184	7ecd5a4b-3a64-508b-b530-31380dd0efd7	mini-89be54787406356f66e0ca61e24121bc.bam	DO51133	SP112952	Normal - blood derived	SA530603	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	5.07988378E8
controlled	FI807192	cfe41614-4fd8-55ec-aa9f-b76585bd71f6	mini-c835411f331de9a9b505aab86bbc945a.bam	DO51075	SP112837	Primary tumour - solid tissue	SA530514	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	4.74090455E8
controlled	FI807138	c19c9bbc-d7de-5d51-bf9b-f8ae51a5da2b	mini-ee16efd74f83a47c57a3ad751c30a354.bam	DO51138	SP112962	Normal - blood derived	SA530613	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	4.30715934E8
controlled	FI807104	9a807773-be16-5608-b2b9-139ec00c7868	mini-1983010f49a00461a14ff44660dabaad.bam	DO51110	SP112907	Primary tumour - solid tissue	SA530515	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	8.76595835E8
controlled	FI23942	9d70bc61-e795-5592-91b8-118ea4a8a9c3	4eb6bffc98aeb453499395b7b758c491.bam	DO51121	SP112929	Primary tumour - solid tissue	SA530558	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PRAD-CA	PCAWG			BAM	1.79892617145E11
controlled	FI807076	efa2a983-92d5-582f-96b0-4859e15ec58a	mini-39bbf99d4c39197aa434adfa61b74374.bam	DO35749	SP78947	Primary tumour - solid tissue	SA414191	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	5.0050476E7
controlled	FI807004	be874f9a-d72c-5bc1-9f2a-3b098d508c73	mini-e09371938f55c349edbc3f060bf914a4.bam	DO35841	SP79144	Primary tumour - solid tissue	SA413510	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	9.2126696E7
controlled	FI807036	66363879-6ab8-56d3-9930-101b61e9616f	mini-5ff9159cd54ecd8c1d2d6f3a6096fcf8.bam	DO48922	SP107440	Primary tumour - solid tissue	SA517257	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	4.1855159E7
controlled	FI807034	db6fd5fb-d973-5946-a789-251c9e42c509	mini-17718a71fdfae214384a2be6e8eac79d.bam	DO48922	SP107498	Normal - blood derived	SA517305	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	4.4382392E7
controlled	FI807038	50ecb290-6e36-5919-9c00-d458845feed1	mini-66ec63f672ed41e26ed7b8007c3649ea.bam	DO48919	SP107495	Normal - blood derived	SA517302	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	2.4388765E8
controlled	FI23310	255c5011-4171-5144-89ce-26e697b3c296	813035c27709454d6dffcea4a443da3d.bam	DO50787	SP112156	Primary tumour - solid tissue	SA529728	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	LIRI-JP	PCAWG			BAM	1.24537166175E11
controlled	FI23328	a48e35ce-a62b-55a0-a446-f2b7ace1e92a	192b6326c30d7ff338e19ce547cf30fb.bam	DO50778	SP112138	Primary tumour - solid tissue	SA529720	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	LIRI-JP	PCAWG			BAM	1.34100181127E11
controlled	FI37891	d4501d3b-74dc-516f-baa5-f1c83063dbf1	b81de293691fe2b55a13a9bc72fb77c9.bam	DO50365	SP110936	Normal - blood derived	SA528907	Collaboratory - Toronto,AWS - Virginia,EGA - Hinxton	ESAD-UK	PCAWG			BAM	1.17826144884E11
controlled	FI23480	78d4c74a-11d8-5fe2-9be3-ffa09d30c4ea	0b90e9965e12c7d0fd2a141de4185818.bam	DO221541	SP125713	Primary tumour - other	SA558699	AWS - Virginia,EGA - Hinxton,Collaboratory - Toronto	PACA-CA	PCAWG			BAM	1.62676639013E11
controlled	FI23461	aa20e58b-737e-5edd-87b0-df8712aae2f8	5afef28b154b18f47a1ce5d6ceb7cb34.bam	DO47150	SP103676	Normal - blood derived	SA507434	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	RECA-EU	PCAWG			BAM	1.72351005193E11
controlled	FI806998	38b2e150-3d8a-5a76-8871-96fb562f99cb	mini-4d524d07994c3d3cec7750eb3c1d13da.bam	DO35847	SP107485	Normal - blood derived	SA517293	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	6.3696951E7
controlled	FI806994	b38ce052-63eb-51d6-a5a0-079364926057	mini-dc6d42fa922e7c3751bfa5b8163a041d.bam	DO35554	SP78694	Normal - blood derived	SA413412	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	1.20873846E8
controlled	FI806972	f468e489-0dff-5ef7-bf93-39ea9fa2357e	mini-046385f73da9ac14292134c21c024751.bam	DO48929	SP107448	Primary tumour - solid tissue	SA517263	Collaboratory - Toronto	PBCA-DE	PCAWG			BAM	4.15047174E8
controlled	FI37558	dde271d8-98f0-596e-8cd2-9bf05e6742e5	3ec94b0925aaeb598c3b58df0091a421.bam	DO48972	SP107570	Normal - blood derived	SA517408	Collaboratory - Toronto,EGA - Hinxton	PBCA-DE	PCAWG			BAM	8.8067787646E10
controlled	FI1485	d6eb18f4-c295-5700-9a69-e41efba30457	eab2a77a417ba427fd6ff4c09fa6e470.bam	DO49183	SP108065	Primary tumour - solid tissue	SA518804	EGA - Hinxton,AWS - Virginia,Collaboratory - Toronto	PACA-AU	PCAWG			BAM	1.57620436169E11
controlled	FI806870	ffc9ed5e-f7e8-5fa7-b791-c74af79917b8	mini-f257bcb537d7b4166d1f67601e298e3f.bam	DO51184	SP117595	Primary tumour - solid tissue	SA543496	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	2.01880788E8
controlled	FI806850	8c217302-ad44-5b75-960b-376464b03e92	mini-35c7af4d70c1454dd1c8fe8d1b701384.bam	DO51181	SP118232	Normal - solid tissue	SA544459	Collaboratory - Toronto,AWS - Virginia	PAEN-AU	PCAWG			BAM	1.41064661E8
controlled	FI806810	03d2b490-c3b4-5a80-a5e7-5e3bc5f8c239	mini-e8f5a62796e979e3aad4db28f34120f7.bam	DO51175	SP117700	Primary tumour - solid tissue	SA543666	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	2.2261673E8
controlled	FI806796	c84b7358-50e5-55d9-8214-e3a960bb3758	mini-ff636398f3b6623319f19b69d341066e.bam	DO46759	SP102533	Normal - solid tissue	SA506704	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	1.15833965E8
controlled	FI806750	986b2272-54e0-5fff-a129-401111dad464	mini-eb42af5de51d04eef60cc178b108a7c5.bam	DO46781	SP102605	Primary tumour - solid tissue	SA506701	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	1.3184625E8
controlled	FI806754	1bb7f9d0-45a1-5507-9695-2184caad006f	mini-0d1b11c1f71a3d9d7e5afbd09e964cb0.bam	DO46779	SP102597	Primary tumour - solid tissue	SA506693	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	2.08343465E8
controlled	FI806762	26086bda-5c04-53e9-8679-1c37c42d07e9	mini-522283a0269e2982df2296d32234ff43.bam	DO46771	SP102573	Primary tumour - solid tissue	SA506669	Collaboratory - Toronto,AWS - Virginia	PAEN-AU	PCAWG			BAM	1.1972835E8
controlled	FI806726	dcf7eab2-13ba-541e-9fed-9ece03d51db5	mini-d49ae307a440ac845a77d9b0164ac215.bam	DO48554	SP106753	Primary tumour - solid tissue	SA514921	AWS - Virginia,Collaboratory - Toronto	PAEN-AU	PCAWG			BAM	2.50862261E8
controlled	FI1070	c22946bf-75ef-5a23-98d7-3ecd69591f6a	ebe1384ea583d248b1c5a4c83cbb2473.bam	DO6410	SP96860	Normal - blood derived	SA86443	Collaboratory - Toronto,EGA - Hinxton,AWS - Virginia	CLLE-ES	PCAWG			BAM	8.8423677967E10
controlled	FI806689	253942eb-5816-5701-81ed-13b881680163	mini-999bc0fb517ea2ca91fc88b5c9676295.bam	DO51106	SP112898	Normal - blood derived	SA530497	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	6.20147059E8
controlled	FI806691	060b2230-5a83-5d8e-bf9e-ffd3c13f2f03	mini-7fd88780cf59cfb445801dd869e84a40.bam	DO51106	SP112899	Primary tumour - solid tissue	SA530500	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	1.182239783E9
controlled	FI806659	eca59ff1-235b-5a8a-80da-2d62bae91ff3	mini-aa56d7037e43c0d2d8afce533900ee1b.bam	DO51137	SP112961	Primary tumour - solid tissue	SA530612	Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	8.13232032E8
controlled	FI806667	764a0e6b-312b-5393-973a-0e92c0c34edd	mini-4d6b2b8aa55981189adda3f74473044f.bam	DO51140	SP112967	Primary tumour - solid tissue	SA530618	AWS - Virginia,Collaboratory - Toronto	PRAD-CA	PCAWG			BAM	3.22124492E8
controlled	FI23040	9a2fcbf2-2196-5bf0-b9b9-6ecf94fd638c	edcf9eeac3db861986250f2638c399e4.bam	DO51499	SP113777	Normal - blood derived	SA533735	AWS - Virginia,Collaboratory - Toronto,EGA - Hinxton	PACA-CA	PCAWG			BAM	1.47962912333E11
controlled	FI806551	c3ece8c8-fb49-566e-9db6-1496908a13e8	mini-1c28253ea01c7c0250ea9a3a8ab11b7f.bam	DO46901	SP102965	Primary tumour - solid tissue	SA507363	AWS - Virginia,Collaboratory - Toronto	RECA-EU	PCAWG			BAM	2.46829123E8
controlled	FI806573	c9b28085-4720-56b7-844b-38abb1613076	mini-34ad267ee277a17b7897ab5aff03be9f.bam	DO47171	SP103730	Primary tumour - solid tissue	SA507488	Collaboratory - Toronto,AWS - Virginia	RECA-EU	PCAWG			BAM	2.86296228E8
